id	主题1	主题2	主题3
5479	17	16	18
548	18	12	26
5480	26	18	19
5481	13	25	18
5482	10	18	19
5483	19	13	18
5484	6	4	21
5485	19	17	18
5486	23	25	22
5487	19	15	23
5488	19	26	18
5489	19	17	15
549	20	19	18
5490	22	5	18
5491	22	2	18
5492	22	23	25
5493	22	23	8
5494	26	23	18
5495	23	9	17
5496	26	23	18
5497	25	16	6
5498	26	23	18
5499	26	24	18
55	19	18	1
550	6	12	18
5500	19	9	18
5501	19	23	18
5502	19	15	18
5503	4	7	18
5504	22	24	19
5505	25	18	19
5506	26	24	18
5507	26	19	18
5508	25	1	11
5509	1	26	25
551	14	18	19
5510	20	26	18
5511	26	14	4
5512	11	25	23
5513	1	18	19
5514	26	20	18
5515	10	25	13
5516	20	6	16
5517	20	25	18
5518	26	23	7
5519	2	26	18
552	2	18	19
5520	6	22	20
5521	17	23	13
5522	26	18	19
5523	17	18	19
5524	24	25	11
5525	19	17	18
5526	22	19	6
5527	22	2	15
5528	22	19	18
5529	22	7	18
553	18	3	16
5530	25	26	18
5531	2	26	23
5532	2	14	1
5533	26	18	19
5534	22	1	25
5535	26	19	8
5536	6	19	15
5537	19	25	18
5538	9	14	18
5539	24	6	20
554	6	3	18
5540	26	18	19
5541	26	1	6
5542	26	18	19
5543	26	8	18
5544	1	8	18
5545	1	19	26
5546	12	1	19
5547	25	19	18
5548	14	8	1
5549	6	18	19
555	18	9	10
5550	11	25	18
5551	25	13	17
5552	17	18	9
5553	19	6	15
5554	22	18	19
5555	22	18	19
5556	17	9	23
5557	1	8	18
5558	17	18	19
5559	22	24	18
556	4	18	19
5560	25	2	18
5561	26	18	19
5562	22	19	18
5563	17	19	18
5564	17	18	6
5565	22	23	2
5566	25	19	6
5567	1	20	13
5568	26	18	19
5569	9	25	8
557	12	4	18
5570	22	23	18
5571	23	4	6
5572	26	23	18
5573	25	18	19
5574	26	2	18
5575	22	23	17
5576	7	20	18
5577	17	22	18
5578	10	18	19
5579	19	17	18
558	8	20	6
5580	16	6	7
5581	23	24	25
5582	6	11	22
5583	14	19	18
5584	11	14	26
5585	7	1	13
5586	25	26	7
5587	22	25	18
5588	26	20	9
5589	25	26	21
559	14	19	18
5590	15	26	2
5591	2	26	18
5592	17	19	26
5593	10	25	16
5594	20	25	26
5595	26	18	19
5596	22	21	18
5597	25	18	19
5598	25	1	18
5599	16	4	18
56	21	23	18
560	9	14	18
5600	12	15	7
5601	24	6	18
5602	1	18	19
5603	24	25	18
5604	22	18	19
5605	1	26	18
5606	26	7	18
5607	26	24	18
5608	1	12	6
5609	26	8	25
561	25	18	19
5610	20	8	25
5611	23	19	25
5612	12	2	18
5613	17	18	19
5614	22	18	19
5615	26	9	18
5616	19	26	1
5617	15	14	6
5618	4	10	16
5619	8	2	6
562	19	8	6
5620	26	25	18
5621	26	2	6
5622	1	12	18
5623	23	18	19
5624	22	17	24
5625	22	23	8
5626	4	17	21
5627	14	19	18
5628	25	12	18
5629	25	18	19
563	20	4	18
5630	22	14	5
5631	17	18	19
5632	17	5	20
5633	25	9	13
5634	17	3	18
5635	26	2	18
5636	1	22	18
5637	17	18	19
5638	21	8	18
5639	25	19	18
564	19	1	18
5640	23	26	2
5641	22	16	18
5642	26	19	18
5643	15	18	24
5644	2	12	18
5645	15	2	17
5646	6	26	23
5647	2	26	18
5648	25	5	1
5649	26	24	18
565	19	18	1
5650	24	18	13
5651	15	4	18
5652	20	17	7
5653	20	8	18
5654	17	18	19
5655	24	18	19
5656	6	26	19
5657	4	20	24
5658	1	14	18
5659	23	17	18
566	4	19	18
5660	20	25	18
5661	2	26	18
5662	4	24	14
5663	25	9	18
5664	20	24	1
5665	24	26	6
5666	23	8	10
5667	15	24	18
5668	9	6	18
5669	19	25	23
567	6	18	19
5670	19	9	4
5671	25	18	19
5672	23	17	18
5673	4	7	18
5674	6	19	18
5675	5	18	1
5676	22	8	18
5677	22	19	18
5678	22	23	18
5679	22	19	18
568	23	24	15
5680	24	22	18
5681	22	6	18
5682	17	23	9
5683	24	17	18
5684	26	23	15
5685	25	16	20
5686	26	18	19
5687	1	26	24
5688	2	18	24
5689	25	23	18
569	22	18	19
5690	17	16	18
5691	25	13	19
5692	6	18	16
5693	4	24	6
5694	8	26	18
5695	1	2	24
5696	7	18	19
5697	26	20	18
5698	17	21	18
5699	19	17	23
57	24	21	11
570	12	18	19
5700	15	2	18
5701	26	23	12
5702	10	6	16
5703	22	24	18
5704	17	6	18
5705	19	24	17
5706	5	19	18
5707	11	18	10
5708	17	2	19
5709	24	22	18
571	22	19	18
5710	14	23	22
5711	22	18	19
5712	22	19	18
5713	26	7	5
5714	26	12	18
5715	26	18	19
5716	12	2	18
5717	19	7	1
5718	2	26	17
5719	8	4	26
572	2	18	19
5720	1	25	2
5721	26	7	18
5722	6	19	26
5723	23	19	25
5724	15	4	1
5725	17	18	19
5726	25	18	19
5727	14	18	19
5728	19	18	1
5729	22	19	18
573	12	9	2
5730	26	18	19
5731	26	1	18
5732	14	22	20
5733	26	18	19
574	9	13	11
575	8	1	11
576	19	18	1
577	9	12	18
5771	26	8	13
5772	25	13	18
5773	25	18	19
5774	25	20	18
5775	2	19	18
5776	26	19	6
5777	18	7	4
5778	26	9	18
5779	3	4	17
578	4	18	19
5780	9	17	12
5781	22	18	19
5782	2	1	18
5783	17	10	19
5784	23	19	18
5785	14	25	26
5786	26	24	18
5787	26	25	5
5788	26	14	18
5789	9	18	19
579	21	24	18
5790	2	1	20
5791	25	18	19
5792	25	12	6
5793	22	17	18
5794	21	9	18
5795	24	20	25
5796	17	18	19
5797	17	24	4
5798	5	7	13
5799	26	18	19
58	13	18	19
580	19	25	18
5800	26	12	18
5801	25	6	9
5802	15	2	18
5803	25	16	18
5804	4	9	18
5805	25	18	24
5806	5	14	18
5807	1	19	26
5808	20	6	18
5809	22	18	19
581	22	18	19
5810	22	24	15
5811	22	24	18
5812	26	20	19
5813	17	23	10
5814	22	19	18
5815	26	8	18
5816	7	25	17
5817	17	18	19
5818	22	24	26
5819	12	13	18
582	18	26	19
5820	26	19	24
5821	26	3	18
5822	5	8	18
5823	17	15	18
5824	2	18	19
5825	18	3	22
5826	5	24	2
5827	25	14	18
5828	17	23	18
5829	25	7	10
583	6	3	18
5830	7	21	18
5831	1	11	18
5832	19	16	18
5833	25	24	19
5834	6	19	18
5835	17	19	18
5836	17	18	19
5837	24	23	17
5838	22	14	18
5839	26	18	19
584	10	6	18
5840	26	20	18
5841	26	20	18
5842	19	26	18
5843	26	2	12
5844	22	18	19
5845	9	18	19
5846	10	17	25
5847	3	18	19
5848	25	15	18
5849	12	23	18
585	25	8	18
5850	25	24	21
5851	19	18	1
5852	23	17	18
5853	20	1	24
5854	26	20	9
5855	17	2	18
5856	23	1	18
5857	7	22	2
5858	26	23	6
5859	26	15	18
586	21	18	19
5860	25	1	18
5861	7	25	10
5862	17	20	18
5863	2	17	10
5864	22	20	18
5865	1	20	18
5866	2	17	18
5867	13	19	25
5868	19	10	18
5869	6	19	2
587	18	25	3
5870	26	9	18
5871	22	24	18
5872	20	19	18
5873	23	6	12
5874	26	18	19
5875	25	6	18
5876	5	19	18
5877	26	12	18
5878	20	8	6
5879	15	22	16
588	19	9	18
5880	17	19	6
5881	22	14	23
5882	26	18	19
5883	22	20	1
5884	22	15	23
5885	10	1	18
5886	1	6	18
5887	19	17	18
5888	17	18	19
5889	17	23	18
589	19	18	1
5890	19	25	20
5891	22	7	18
5892	22	23	8
5893	4	1	18
5894	22	24	19
5895	19	2	18
5896	23	18	19
5897	22	24	18
5898	7	9	26
5899	26	18	19
59	1	6	18
590	17	9	7
5900	25	7	6
5901	5	24	26
5902	26	23	18
5903	26	1	18
5904	23	22	24
5905	25	18	19
5906	26	1	13
5907	25	7	11
5908	15	17	18
5909	26	12	23
591	7	21	24
5910	4	18	1
5911	26	1	13
5912	16	20	19
5913	9	18	19
5914	22	18	19
5915	4	15	2
5916	17	24	18
5917	22	13	18
5918	17	6	18
5919	26	20	18
592	19	3	17
5920	9	8	18
5921	4	6	18
5922	26	18	19
5923	25	26	18
5924	23	19	24
5925	22	25	18
5926	19	14	6
5927	1	7	26
5928	12	15	18
5929	17	20	1
593	22	17	18
5930	19	24	26
5931	26	18	19
5932	2	6	18
5933	16	25	24
5934	17	22	18
5935	13	1	18
5936	13	7	19
5937	25	18	19
5938	26	24	2
5939	19	1	18
594	17	18	19
5940	26	1	18
5941	15	8	19
5942	4	1	26
5943	22	18	19
5944	4	18	19
5945	12	8	18
5946	26	18	6
5947	25	22	18
5948	25	16	18
5949	20	18	19
595	14	21	13
5950	26	18	9
5951	26	14	18
5952	15	18	19
5953	22	1	2
5954	23	14	18
5955	25	14	7
5956	20	16	18
5957	22	25	18
5958	8	20	6
5959	25	17	18
596	3	19	18
5960	13	19	7
5961	25	11	18
5962	1	21	18
5963	17	24	13
5964	9	18	26
5965	2	22	25
5966	26	2	18
5967	25	23	16
5968	22	20	18
5969	22	18	19
597	21	9	18
5970	22	23	7
5971	19	23	18
5972	24	25	2
5973	19	22	18
5974	26	1	11
5975	26	1	18
5976	8	6	18
5977	26	23	18
5978	17	24	18
5979	16	24	18
598	9	24	13
5980	26	23	18
5981	16	4	23
5982	23	26	14
5983	8	4	18
5984	10	7	18
5985	26	18	19
5986	25	18	19
5987	23	19	18
5988	20	9	18
5989	1	4	18
599	11	18	19
5990	24	26	18
5991	9	26	8
6	25	18	19
60	10	6	8
600	8	18	19
601	6	22	18
602	19	9	18
603	14	25	18
604	9	11	18
605	19	18	1
606	23	19	24
607	19	3	18
608	24	6	18
609	26	3	1
61	21	8	10
610	9	19	18
611	20	18	19
6115	13	18	9
6116	4	6	18
6117	20	16	5
6118	18	19	1
6119	6	14	18
612	19	18	10
6120	19	1	18
6121	10	3	18
6122	6	25	18
6123	17	19	18
6124	8	18	19
6125	23	26	18
6126	9	1	12
6127	4	18	19
6128	20	25	23
6129	6	20	18
613	6	4	24
6130	16	2	18
6131	18	23	8
6132	8	18	19
6133	5	6	19
6134	18	19	1
6135	20	21	10
6136	10	18	19
614	1	21	18
615	2	18	19
616	14	18	19
617	10	15	8
618	20	26	24
619	1	18	19
62	23	8	1
620	18	25	13
621	18	5	19
622	18	15	19
623	15	2	9
624	8	24	18
6246	10	18	25
6247	8	18	19
6248	8	15	6
6249	8	18	19
625	6	9	18
6250	18	10	16
6251	18	21	2
6252	25	8	18
6253	9	13	19
6254	15	18	19
6255	23	18	19
6256	19	10	21
6257	18	1	13
6258	13	8	18
626	9	1	15
6260	15	17	18
6261	7	1	18
6262	1	15	18
6263	17	23	1
6264	15	12	6
6265	15	8	18
627	19	20	18
628	19	12	18
629	6	25	18
63	8	14	18
630	14	18	19
631	17	19	18
632	12	6	9
633	21	6	10
634	12	21	3
635	21	15	18
636	9	18	19
637	11	6	25
6377	21	20	18
6378	1	4	5
6379	3	18	19
638	8	25	21
6380	5	18	3
6381	18	21	11
6382	19	18	1
6383	4	6	18
6384	10	24	18
6385	18	7	19
6386	18	19	1
6387	7	18	24
6388	19	18	1
6389	10	18	13
639	12	18	19
6390	17	18	19
6391	7	25	19
6392	24	6	18
6394	24	17	18
6395	3	11	18
6396	1	7	18
6397	10	4	23
6398	10	8	18
64	14	25	18
640	2	18	19
641	26	11	18
642	2	24	16
643	19	25	17
644	6	18	19
645	11	18	19
646	1	18	19
647	25	18	19
648	9	17	18
649	1	18	19
65	2	19	17
650	4	18	19
651	25	1	6
652	20	14	6
653	11	6	1
654	13	6	10
655	19	18	1
656	19	18	1
657	12	18	19
658	1	12	19
659	4	18	19
66	19	25	18
660	12	2	18
661	11	21	18
662	1	18	19
663	17	16	5
664	13	6	18
6644	13	18	19
6645	3	6	18
6646	10	13	12
6647	10	17	18
6648	13	18	19
6649	1	18	9
665	16	18	4
6650	24	18	19
6651	9	13	18
6652	24	21	18
6653	18	10	19
6654	18	11	20
6655	18	11	19
6656	11	6	18
6657	12	18	19
6658	4	18	15
6659	2	18	19
666	26	21	18
6660	21	17	18
6661	18	3	20
6663	3	24	8
6664	21	19	4
6665	19	6	18
6666	3	10	18
6667	3	18	19
6668	20	18	19
6669	18	21	19
667	5	11	24
6670	18	13	10
6671	11	19	18
6672	3	24	10
6673	3	18	19
6674	18	19	1
6675	4	7	18
6676	4	23	18
6677	24	18	19
6678	1	26	22
6679	24	10	18
668	19	18	1
6680	8	15	18
6681	9	1	18
6682	15	19	25
6683	19	2	18
6684	22	21	7
6685	19	12	8
6686	2	1	13
6687	23	6	15
6688	17	7	18
6689	19	8	18
669	19	10	18
6690	8	23	26
6691	17	19	18
6692	4	3	5
6693	1	14	18
6694	25	8	18
6695	12	18	19
6696	14	18	19
6697	8	17	18
6698	7	14	18
6699	12	15	18
67	21	10	18
670	7	18	19
6700	8	23	18
6701	23	8	25
6702	17	23	18
6703	1	5	14
6704	17	24	18
6705	6	18	19
6706	20	23	18
6707	15	16	18
6708	18	17	14
6709	4	24	18
671	14	9	18
6710	3	18	21
6711	13	12	18
6712	24	17	18
6713	23	18	19
6714	4	11	8
6715	1	22	18
6716	24	12	2
6717	21	11	18
6718	24	10	18
6719	3	5	18
672	1	21	2
6720	13	18	23
6721	15	4	21
6722	9	13	18
6723	4	17	9
6724	1	18	12
6725	3	6	18
6726	11	6	20
6727	18	17	21
6728	5	18	19
6729	18	19	1
673	19	25	18
6730	19	21	18
6731	13	18	19
6732	6	3	8
6733	13	20	18
6734	18	20	5
6735	3	18	19
6736	15	18	19
6737	11	19	4
6738	22	6	14
6739	9	18	19
674	26	18	19
6740	26	18	19
6741	17	9	18
6742	19	23	18
6743	11	19	18
6744	23	24	10
6745	15	11	18
6746	15	23	18
6747	1	26	18
6748	26	23	18
6749	23	1	26
675	1	18	19
6750	26	18	19
6751	14	18	19
6752	17	18	6
6753	14	23	18
6754	15	14	18
6755	19	6	17
6756	1	24	18
6757	8	23	18
6758	8	23	2
6759	1	20	18
676	21	15	18
6760	17	19	18
6761	8	18	19
6762	25	14	18
6763	6	1	23
6764	14	2	18
6765	8	2	18
6766	3	15	18
6767	12	18	19
6768	7	15	11
6769	18	10	16
677	2	18	19
6770	19	13	18
6771	15	16	18
6772	6	18	19
6773	16	24	18
6774	13	18	19
6775	8	18	19
6776	4	11	8
6777	1	18	19
6778	10	13	6
6779	13	3	10
678	15	18	19
6780	13	3	18
6781	4	18	19
6782	13	18	19
6783	6	14	18
6784	6	24	18
6785	8	18	24
6786	4	10	18
6787	11	19	7
6788	13	18	20
6789	13	21	18
679	19	18	1
6790	13	18	19
6791	1	13	18
6792	16	15	18
6793	3	5	12
6794	13	18	19
6795	11	26	2
6796	13	11	19
6797	18	5	26
6798	18	7	6
6799	22	23	13
68	10	12	21
680	21	1	18
6800	5	1	18
6801	19	22	18
6802	9	24	18
6803	25	21	11
6804	24	6	18
6805	19	23	18
6806	18	19	1
6807	5	1	18
6808	1	18	19
6809	13	15	18
681	8	18	15
6810	24	11	19
6811	25	10	18
6812	16	19	15
6813	17	19	21
6814	8	14	24
6815	9	7	18
6816	24	14	18
6817	21	25	6
6818	8	13	18
6819	21	18	19
682	26	23	6
6820	6	14	24
6821	12	18	19
6822	8	7	11
6823	1	18	19
6824	14	8	18
6825	14	6	24
6826	25	8	18
6827	15	19	6
6828	25	20	18
6829	8	11	25
683	4	18	19
6830	5	18	1
6831	7	8	18
6832	18	3	25
6833	5	18	6
6834	18	24	16
6835	1	15	19
6836	18	10	19
6838	11	21	1
6839	6	10	15
684	17	16	18
6840	2	18	19
6841	18	7	19
6842	12	10	18
6843	3	18	19
6844	13	3	10
6845	6	18	19
6846	5	19	18
6847	6	13	12
6848	10	5	18
6849	20	18	19
685	20	18	19
6850	24	1	16
6851	5	6	18
6852	20	19	18
6853	19	3	18
6854	24	14	1
6855	9	19	6
6856	2	6	25
6857	20	25	18
6858	10	18	19
6859	12	18	19
686	11	15	18
6860	1	18	19
6861	11	6	21
6862	8	1	18
6863	19	17	23
6864	17	19	18
6865	2	12	18
6866	6	3	18
6867	2	18	19
6868	8	13	14
6869	2	19	8
687	16	1	18
6870	24	19	13
6871	8	18	19
6872	20	25	18
6873	20	19	18
6874	20	7	18
6875	14	18	19
6876	15	8	18
6877	23	8	18
6878	8	23	18
6879	23	8	18
688	8	22	25
6880	1	19	13
6881	6	24	5
6882	20	18	19
6883	19	24	4
6885	8	14	18
6886	20	1	18
6887	10	19	12
6888	6	4	18
6889	21	4	18
689	11	20	18
6890	6	10	4
6891	15	7	24
6892	6	18	10
6893	9	11	20
6894	21	18	9
6895	18	19	1
6896	6	18	4
6897	18	19	1
6898	18	17	19
6899	6	18	19
69	17	18	19
690	3	11	10
6900	13	18	10
6901	13	4	18
6902	4	18	19
6903	6	18	19
6904	12	21	24
6905	21	24	18
6906	19	17	18
6907	3	7	18
6908	3	15	1
6909	14	21	8
691	6	18	19
6910	24	9	19
6911	18	6	19
6912	19	3	18
6913	6	24	18
6914	18	7	6
6915	18	9	19
6916	24	17	8
6917	19	6	18
6918	17	18	1
6919	25	4	18
692	4	19	15
6920	9	11	19
6921	24	8	12
6922	9	8	16
6923	22	19	15
6924	1	2	18
6925	24	19	18
6926	2	12	10
6927	14	18	19
6928	11	18	19
6929	2	12	26
693	8	9	18
6930	19	1	18
6931	24	6	18
6932	15	3	18
6933	14	11	8
6934	26	24	18
6935	14	19	7
6936	25	18	1
6937	8	1	18
6938	14	18	19
6939	8	1	18
694	19	18	1
6940	6	14	12
6941	23	8	1
6942	11	18	25
6943	10	13	18
6944	1	9	17
6945	8	14	18
6946	8	18	19
6947	12	18	19
6948	11	22	18
6949	3	6	20
695	4	15	18
6950	6	21	19
6951	18	20	19
6952	19	18	13
6953	6	19	20
6954	3	4	5
6955	24	18	4
6956	12	18	2
6957	20	24	18
6958	9	6	1
6959	10	18	3
696	21	11	18
6960	16	1	6
6961	19	3	18
6962	20	6	18
6964	18	21	5
6965	16	3	18
6966	18	15	19
6967	5	24	10
6968	13	18	19
6969	18	5	19
697	22	6	18
6970	5	18	19
6971	5	18	19
6972	5	18	19
6973	3	19	18
6974	15	4	18
6975	16	18	19
6976	2	23	15
6977	16	25	18
6978	16	1	18
6979	21	17	18
698	21	14	18
6980	2	1	18
6981	16	19	17
6982	14	8	19
6983	15	12	18
6984	12	9	2
6985	25	17	3
6986	2	19	18
6987	8	25	18
6988	10	15	11
6989	12	18	19
699	19	18	1
6990	2	11	18
6991	11	13	18
6992	15	21	9
6993	9	21	20
6994	21	1	18
6995	11	15	23
6996	24	18	19
6997	1	18	19
6998	14	19	18
6999	14	1	7
7	6	24	18
70	20	18	19
700	24	26	18
7000	13	25	18
7001	1	16	25
7003	25	8	19
7004	2	21	18
7005	8	18	19
7006	17	18	19
7007	25	11	18
7008	17	18	19
7009	24	13	18
701	2	18	19
7010	22	23	5
7011	25	18	19
7012	1	23	18
7013	25	24	4
7014	15	12	18
7015	4	14	18
7017	19	18	1
7018	4	25	18
7019	2	4	22
702	14	24	18
7020	24	11	12
7021	23	25	24
7022	7	22	18
7023	26	24	8
7024	19	14	23
7026	16	11	5
7027	8	18	19
7028	14	1	18
7029	15	18	19
703	18	14	19
7030	23	19	18
7031	17	5	16
7032	8	1	12
7033	1	10	18
7034	1	17	18
7035	22	19	18
7036	19	23	14
7037	5	8	10
7038	16	10	19
7039	12	18	19
704	23	18	8
7040	18	14	19
7041	24	3	26
7042	6	21	2
7043	6	18	19
7044	6	18	19
7045	6	3	18
7046	3	18	19
7047	3	18	19
7048	19	6	18
7049	16	21	25
705	21	6	4
7050	3	13	18
7051	18	3	9
7052	3	18	19
7053	24	19	18
7054	20	14	25
7055	4	20	6
7056	4	17	18
7057	3	18	6
7058	8	18	19
7059	18	2	15
706	21	18	12
7060	3	16	18
7061	11	23	18
7062	3	18	16
7063	4	18	19
7064	18	16	21
7065	22	19	11
7066	14	18	19
7067	17	24	19
7068	1	9	12
7069	14	24	18
707	17	18	19
7070	12	18	19
7071	19	4	23
7072	17	18	19
7073	1	14	12
7074	16	15	18
7075	24	2	18
7076	14	22	18
7077	22	2	23
7078	17	24	18
7079	1	24	18
708	13	3	18
7080	8	26	18
7081	2	15	18
7082	25	10	18
7083	15	2	4
7084	8	18	19
7085	14	8	18
7086	8	14	18
7087	9	18	1
7088	15	16	18
7089	15	18	19
7090	7	3	18
7091	8	11	23
7092	3	18	19
7093	5	18	19
7094	13	18	19
7095	19	5	18
7096	3	18	19
7097	15	6	2
7098	24	18	9
7099	3	18	17
71	14	18	19
710	4	24	18
7100	18	7	19
7101	24	18	19
7102	8	12	18
7103	18	10	21
7104	10	24	13
7105	15	9	18
7106	15	18	19
7107	23	3	19
7108	12	18	16
7109	18	25	3
711	9	17	18
7110	6	18	19
7111	8	15	18
7112	20	18	19
7113	4	6	11
7114	11	18	19
7115	3	18	19
7116	13	18	19
7117	18	5	19
7118	16	18	19
7119	6	16	14
712	18	4	25
7120	15	2	18
7121	2	8	18
7122	18	10	19
7123	19	4	18
7124	15	18	19
7125	7	12	11
7126	2	18	19
7128	1	7	18
7129	7	4	18
713	8	11	18
7130	7	12	11
7131	17	18	19
7132	8	9	25
7133	5	14	18
7134	1	11	18
7135	1	18	19
7136	16	22	18
7137	26	25	18
7138	2	18	19
7139	1	17	4
714	8	1	18
7140	21	1	18
7141	15	21	18
7142	14	1	18
7143	26	9	18
7144	14	19	18
7145	7	18	19
7146	25	23	15
7147	4	18	19
7148	4	11	18
7149	18	19	1
715	2	26	9
7150	7	22	18
7151	19	6	18
7152	24	19	18
7153	20	19	18
7154	18	19	15
7155	18	24	15
7156	6	18	19
7157	3	18	19
7158	12	18	1
7159	12	6	10
716	2	11	18
7160	10	13	18
7161	4	18	14
7162	13	3	12
7163	21	12	18
7164	18	11	4
7165	18	13	7
7166	18	19	1
7167	26	7	18
7168	18	26	1
7169	1	12	23
717	19	18	1
7170	8	10	18
7171	1	18	6
7172	15	18	19
7173	4	20	1
7174	16	18	19
7175	3	10	18
7176	15	21	18
7177	1	18	23
7178	17	24	18
7179	1	26	2
718	18	10	17
7180	24	17	18
7181	25	21	18
7182	24	6	18
7183	14	19	18
7184	9	18	6
7185	20	6	18
7186	11	6	18
7187	8	18	1
7188	8	15	18
7189	11	12	18
719	15	2	21
7190	12	2	18
7191	2	19	18
7192	13	25	18
7193	23	18	19
7194	17	24	18
7195	6	15	2
7196	2	18	19
7197	20	9	4
7198	14	8	24
7199	23	18	19
72	19	18	17
720	2	15	18
7200	23	17	18
7201	4	20	6
7202	15	18	19
7203	24	13	14
7204	10	18	19
7205	8	23	18
7206	20	6	14
7207	19	15	18
7208	16	23	18
7209	17	18	19
721	25	18	19
7210	2	15	23
7211	6	14	18
7212	8	18	19
7213	5	19	18
7214	18	4	6
7215	18	14	19
7216	2	18	19
7217	21	18	19
7218	18	15	19
7219	3	25	18
722	9	11	25
7220	15	2	18
7221	24	18	19
7222	14	18	19
7223	21	22	18
7224	8	21	18
7225	12	18	19
7226	13	9	18
7227	5	13	19
7228	24	3	15
7229	16	24	18
723	20	18	19
7230	18	15	19
7231	1	18	19
7232	14	20	17
7233	16	4	2
7234	3	18	6
7235	10	18	19
7236	16	18	19
7237	18	16	10
7238	21	4	18
7239	18	19	1
724	9	8	18
7240	26	21	16
7241	8	18	19
7242	22	18	19
7243	15	2	13
7244	16	1	25
7245	26	1	16
7246	8	20	18
7248	19	2	11
7249	19	13	18
725	1	19	11
7250	20	19	25
7251	19	2	18
7252	19	24	18
7253	1	24	18
7254	23	22	6
7255	25	1	18
7256	6	16	18
7257	6	9	18
7258	11	14	23
7259	2	18	19
726	24	6	3
7260	8	18	19
7261	24	18	19
7262	15	2	18
7263	17	19	23
7264	3	18	19
7265	1	13	18
7266	15	21	18
7267	1	18	19
7268	1	20	18
7269	15	6	12
727	12	18	19
7270	21	12	18
7271	20	6	18
7272	23	18	19
7273	7	21	11
7274	17	18	19
7275	6	20	18
7276	20	18	19
7277	20	18	13
7278	18	19	1
7279	5	19	6
728	4	18	19
7280	11	19	2
7281	18	19	1
7282	18	20	3
7283	7	25	6
7284	3	18	19
7285	18	10	19
7286	3	1	18
7287	18	16	25
7288	12	18	19
7289	14	18	19
729	17	24	25
7290	21	3	12
7291	24	3	19
7292	4	20	18
7293	4	17	18
7294	1	7	15
7295	9	1	18
7296	3	9	18
7297	16	13	26
7298	20	14	4
7299	17	18	19
73	26	19	1
730	18	26	19
7300	20	18	3
7301	18	17	24
7302	18	3	19
7303	17	18	19
7304	17	19	18
7305	16	18	19
7306	24	6	16
7307	6	18	19
7308	16	26	18
7309	15	12	18
731	1	2	15
7310	8	14	18
7311	19	7	8
7312	19	22	18
7313	1	6	18
7314	19	14	18
7315	25	18	19
7316	14	1	18
7317	14	18	19
7318	8	11	18
7319	23	14	15
732	19	12	18
7320	9	13	19
7321	16	6	18
7322	8	14	18
7323	9	25	10
7324	25	19	18
7325	14	24	18
7326	8	18	19
7327	8	14	6
7328	25	18	19
7329	1	8	24
733	21	10	18
7330	14	24	18
7331	26	24	18
7332	11	24	18
7333	12	15	18
7334	2	19	21
7335	20	6	12
7336	12	9	18
7337	20	3	24
7338	5	18	19
7339	18	6	19
734	8	18	19
7340	6	19	18
7341	6	18	19
7342	6	24	20
7343	18	10	4
7344	21	5	12
7345	6	18	10
7346	3	7	6
7347	24	18	19
7348	23	18	19
7349	4	18	6
735	19	14	18
7350	5	18	19
7351	10	20	4
7352	24	23	18
7353	15	13	18
7354	4	16	19
7355	6	3	18
7356	6	18	19
7357	6	18	19
7358	11	4	18
7359	2	7	18
736	6	13	1
7360	15	18	19
7361	13	19	8
7362	8	18	19
7363	18	21	12
7364	5	17	18
7365	4	18	19
7366	10	18	19
7367	19	18	1
7368	17	19	18
7369	11	19	18
737	18	14	19
7371	12	9	18
7372	13	18	19
7373	5	23	18
7374	21	18	19
7375	6	3	18
7376	21	13	18
7377	18	4	10
7378	10	3	21
7379	3	18	19
738	26	18	19
7380	18	19	17
7381	3	18	6
7382	3	12	18
7383	3	13	18
7384	16	18	19
7385	18	10	19
7386	21	2	18
7387	11	15	14
7388	3	18	19
7389	12	18	4
739	7	24	18
7390	3	18	19
7391	3	18	19
7392	4	2	18
7393	6	18	19
7394	20	6	18
7395	3	16	25
7396	10	18	19
7397	18	3	19
7398	18	20	3
7399	20	3	18
74	21	6	18
740	24	17	26
7400	20	3	10
7401	3	6	18
7402	25	26	3
7403	10	6	18
7404	6	3	18
7405	15	18	19
7406	3	18	19
7407	18	19	1
7408	5	25	19
7409	9	18	19
741	8	25	19
7410	18	19	1
7412	16	18	4
7413	18	4	19
7414	13	3	18
7415	3	24	18
7416	18	10	21
7417	10	7	18
7418	7	13	18
7419	18	19	1
742	26	23	18
7420	18	19	1
7421	10	18	19
7422	8	26	3
7423	16	18	20
7424	10	21	18
7425	16	3	25
7426	3	25	18
7427	5	17	21
7428	19	17	18
7429	21	2	10
743	19	18	17
7430	18	12	10
7431	14	4	18
7432	16	21	18
7433	11	6	18
7434	18	19	6
7435	3	18	9
7436	18	10	25
7437	18	14	12
7438	10	13	21
7439	13	18	19
744	19	15	6
7440	3	18	19
7441	3	18	19
7442	23	17	16
7443	10	18	19
7444	18	22	19
7445	18	25	19
7446	3	18	19
7447	18	19	1
7448	18	5	6
7449	7	19	18
745	6	18	19
7450	3	18	19
7451	5	10	18
7453	17	5	18
7454	6	24	4
7455	9	18	4
7456	6	18	19
7457	17	9	18
7458	14	18	19
7459	18	20	19
746	19	9	18
7460	13	18	19
7461	18	16	9
7462	3	8	5
7463	18	10	14
7464	18	19	1
7465	18	3	19
7466	18	21	19
7467	2	13	18
7468	18	13	19
7469	18	14	19
747	19	1	18
7470	3	5	18
7471	14	18	19
7472	6	18	19
7473	8	3	18
7474	6	3	18
